ItemName,StockLevel,Cost,ReimbursementPotential,ExpirationDate
Amiodarone HCl,17849993,0.29,5447429.03,2028-06-09
Amiodarone HCl,14626563,1.00,15498875.94,2028-06-05
Amiodarone HCl,6574223,3.31,23060636.32,2028-06-04
Amiodarone HCl,85724731,0.26,23400781.97,2028-06-07
Amiodarone HCl,45167,0.39,18506.36,2028-06-06
Lubiprostone,49307880,6.30,329225754.56,2028-06-01
Amiodarone HCl,64428,3.68,251159.98,2028-06-03
Cholestyramine/Aspartame,1703226,1.62,2925511.22,2028-08-25
Amiodarone HCl,9002,0.42,4044.94,2028-06-02
Diltiazem HCl,62251,0.74,48920.62,2029-01-03
Cholestyramine/Aspartame,18023666,1.21,23077808.75,2028-08-26
Diltiazem HCl,20722089,0.66,14583283.67,2029-01-02
Diclofenac Epolamine,2705987,12.65,36288791.16,2028-05-12
Diltiazem HCl,47994773,0.70,35741200.85,2029-01-05
Diclofenac Epolamine,2705987,12.65,36288791.16,2028-05-13
Cholestyramine (With Sugar),662999,0.20,140440.09,2028-08-28
Diltiazem HCl,27210433,0.73,21005079.16,2029-01-04
Flecainide Acetate,30383937,0.67,21515306.77,2028-05-14
Atovaquone,13460,3.38,48223.24,2028-04-14
Diltiazem HCl,56464816,0.65,38982470.87,2028-12-27
Simvastatin,26550,1.71,48225.19,2028-05-04
Chorionic Gonadotropin, Human,2128,225.74,509198.41,2028-08-19
Epoprostenol Sodium (Glycine),720,44.55,34004.25,2028-05-05
Atovaquone,63735,3.39,229319.74,2028-04-12
Cholestyramine/Aspartame,3084378,1.59,5197878.06,2028-08-22
Epoprostenol Sodium (Glycine),720,44.55,34004.25,2028-05-06
Atovaquone,2390,4.94,12503.34,2028-04-13
Diltiazem HCl,365351,0.45,173418.93,2028-12-28
Albumin Human,27200,1.16,33330.10,2028-05-07
Albumin Human,27200,1.16,33330.10,2028-05-08
Cholestyramine/Aspartame,13236061,0.96,13489939.54,2028-08-23
Diltiazem HCl,1047191,1.06,1180150.04,2028-12-30
Diltiazem HCl,160748983,0.90,153332561.06,2029-01-01
Diflunisal,820157,1.29,1125662.63,2028-02-22
Amantadine HCl,3550589,0.99,3709280.66,2028-08-17
Diflunisal,1306376,1.30,1803514.80,2028-02-24
Finasteride,55476668,0.30,17415756.73,2028-07-01
Amantadine HCl,4642643,1.09,5349397.07,2028-08-16
Finasteride,50948753,0.25,13590988.99,2028-07-02
Amantadine HCl,1616464,1.15,1966600.12,2028-08-19
Fluconazole,15644,54.81,908857.93,2028-02-26
Finasteride,518498,0.40,221250.84,2028-07-03
Amantadine HCl,2555271,0.04,118431.21,2028-08-18
Diflunisal,2126533,1.30,2929024.72,2028-02-25
Finasteride,35210811,0.17,6520062.00,2028-07-04
Amantadine HCl,838838,1.42,1263450.99,2028-08-13
Diflorasone Diacetate,22035,10.41,243093.51,2028-02-28
Amantadine HCl,1008068,0.07,75484.71,2028-08-12
Fluconazole,15644,54.81,908857.93,2028-02-27
Finasteride,12538301,0.25,3336569.57,2028-07-06
Amantadine HCl,3943892,1.22,5105332.72,2028-08-15
Finasteride,27766776,0.34,9963414.64,2028-07-07
Amantadine HCl,10409,1.41,15547.90,2028-08-14
Finasteride,389987622,0.28,116124502.07,2028-07-08
Finasteride,9167707,0.24,2313362.35,2028-06-29
Amantadine HCl,23247,1.20,29637.43,2028-08-22
Finasteride,70358398,0.32,24027595.00,2028-06-30
Amantadine HCl,5232145,1.31,7280801.69,2028-08-06
Amantadine HCl,6444348,0.95,6515194.94,2028-08-05
Insulin Aspart (Niacinamide),147917,36.83,5775328.98,2028-07-13
Amantadine HCl,6889095,0.05,365201.93,2028-08-08
Insulin Aspart (Niacinamide),147917,36.83,5775328.98,2028-07-14
Insulin Aspart (Niacinamide),71417,28.11,2128265.72,2028-07-15
Glimepiride,391866,2.98,1236393.46,2028-08-02
Insulin Aspart (Niacinamide),71417,28.11,2128265.72,2028-07-16
Zolpidem Tartrate,782770,16.74,13885795.65,2028-08-01
Levomilnacipran HCl,2632288,12.10,33770642.36,2028-07-17
Amantadine HCl,9169,1.51,14715.96,2028-08-04
Levomilnacipran HCl,2632288,12.10,33770642.36,2028-07-18
Glimepiride,391866,2.98,1236393.46,2028-08-03
Azelaic Acid,21050,6.75,150600.60,2028-07-09
Azelaic Acid,21050,6.75,150600.60,2028-07-10
Amantadine HCl,18994,1.29,25928.24,2028-08-11
Amantadine HCl,7888725,1.31,10970830.20,2028-08-10
Zolpidem Tartrate,490899,15.93,8291810.10,2028-07-30
Zolpidem Tartrate,490899,15.93,8291810.10,2028-07-29
Amphotericin B Liposome,22549,33.12,791665.74,2028-07-28
Butalb/Acetaminophen/Caffeine,229762,4.58,1115858.77,2028-06-11
Amphotericin B Liposome,22549,33.12,791665.74,2028-07-27
Butalb/Acetaminophen/Caffeine,229762,4.58,1115858.77,2028-06-12
Digoxin,8443733,0.91,8131220.89,2028-02-06
Digoxin,47017960,0.71,35336256.24,2028-02-08
Digoxin,52505,1.14,63189.72,2028-02-07
Dihydroergotamine Mesylate,116796,306.21,37910489.26,2028-01-30
Chlorzoxazone,6329643,1.13,7611338.70,2028-09-21
Dihydroergotamine Mesylate,5090,99.08,534563.26,2028-01-29
Icatibant Acetate,42465,3703.19,166691180.71,2028-06-07
Zolpidem Tartrate,782770,16.74,13885795.65,2028-07-31
Digoxin,1338139,0.80,1133786.74,2028-02-01
Icatibant Acetate,42465,3703.19,166691180.71,2028-06-08
Butalbit/Acetamin/Caff/Codeine,41816,9.71,430582.46,2028-06-09
Butalbit/Acetamin/Caff/Codeine,41816,9.71,430582.46,2028-06-10
Amcinonide,79005,4.92,412260.55,2028-07-18
Naratriptan HCl,8889,56.36,531062.82,2028-07-15
Digoxin,44747775,0.93,44062576.65,2028-02-13
L-Norgest/E.Estradiol-E.Estrad,49574,1.60,83903.02,2028-07-14
Digoxin,44747775,0.93,44062576.65,2028-02-12
Amcinonide,79005,4.92,412260.55,2028-07-17
Digoxin,7262279,0.85,6551155.66,2028-02-15
Naratriptan HCl,8889,56.36,531062.82,2028-07-16
Digoxin,24456,0.94,24317.08,2028-02-14
Levonorgestrel/Ethin.Estradiol,38584,1.47,60264.39,2028-07-11
Digoxin,7286735,0.85,6576158.07,2028-02-16
L-Norgest/E.Estradiol-E.Estrad,49574,1.60,83903.02,2028-07-13
Finasteride,25913,0.43,11911.69,2028-06-26
Levonorgestrel/Ethin.Estradiol,38584,1.47,60264.39,2028-07-12
Finasteride,127975796,0.28,37870845.89,2028-06-27
Digoxin,29952830,0.89,28170844.17,2028-02-09
Digoxin,86805167,0.80,73713618.82,2028-02-11
Rivastigmine Tartrate,4283483,1.50,6819493.11,2028-09-01
Rivastigmine Tartrate,138240,0.56,82428.01,2028-08-31
Rivastigmine,8693593,9.65,88962201.96,2028-09-03
Rivastigmine Tartrate,23166890,1.47,36122140.41,2028-09-02
Azacitidine,282,255.49,76370.38,2028-01-30
Azacitidine,6035,378.31,2420058.64,2028-01-31
Ceftazidime/Avibactam,255454,20.89,5656721.84,2028-02-05
Rivastigmine Tartrate,689180,1.56,1141147.17,2028-08-28
Ceftazidime/Avibactam,255454,20.89,5656721.84,2028-02-06
Rivastigmine Tartrate,9206369,1.41,13758479.24,2028-08-27
Norethindrone Acetate,1576,4.49,7507.67,2028-02-03
Norethindrone Acetate,1576,4.49,7507.67,2028-02-04
Rivastigmine Tartrate,2259,1.53,3661.45,2028-08-29
Rivastigmine Tartrate,4525878,1.60,7690055.89,2028-08-26
Rivastigmine Tartrate,4321481,1.45,6640308.47,2028-08-25
Rizatriptan Benzoate,5757254,2.43,14836966.49,2028-08-21
Rizatriptan Benzoate,469271,2.38,1183597.91,2028-08-20
Interferon Beta-1a,45496,6893.88,332462493.21,2028-02-09
Interferon Beta-1a,39036,6906.67,285785286.52,2028-02-12
Dutasteride,817295,6.28,5439291.70,2028-02-13
Interferon Beta-1a,45496,6893.88,332462493.21,2028-02-10
Interferon Beta-1a,39036,6906.67,285785286.52,2028-02-11
Tretinoin,3590,2.95,11231.67,2028-02-16
Rizatriptan Benzoate,126894,2.59,348456.60,2028-08-17
Rizatriptan Benzoate,1770848,2.49,4681103.16,2028-08-16
Dutasteride,817295,6.28,5439291.70,2028-02-14
Rizatriptan Benzoate,6945,1.86,13725.83,2028-08-19
Tretinoin,3590,2.95,11231.67,2028-02-15
Rizatriptan Benzoate,201268,2.62,558037.26,2028-08-18
Rizatriptan Benzoate,287062,1.89,573613.49,2028-08-15
Haemph B Polysac Conj-Menin/PF,173,81.32,14913.16,2028-03-02
Azathioprine,22162628,0.58,13585354.60,2029-01-10
Azelaic Acid,104180,5.33,588918.01,2029-01-07
Azathioprine,3839821,0.58,2357932.34,2029-01-08
Azathioprine,15817155,0.70,11727772.59,2028-01-14
Azathioprine,46005570,0.63,30562345.74,2028-01-15
Azathioprine,4179398,0.64,2825219.44,2029-01-11
Azathioprine,6568,0.51,3581.69,2028-01-13
Azithromycin,36627,72.68,2821677.41,2028-01-16
Azithromycin,36627,72.68,2821677.41,2028-01-17
Olopatadine HCl,1034595,73.36,80455529.70,2028-03-07
Norethindrone-Ethin. Estradiol,199624,0.60,127634.20,2028-08-29
Amantadine HCl,44695577,1.12,53271454.88,2028-08-24
Hep B Vaccine/Dp(A)t-Polio/PF,40,182.47,7736.74,2028-03-05
Amantadine HCl,23678,1.43,35917.45,2028-08-23
Olopatadine HCl,1034595,73.36,80455529.70,2028-03-06
Estradiol/Norethindrone Acet,366540,2.65,1027831.99,2028-08-26
Haemph B Polysac Conj-Menin/PF,173,81.32,14913.16,2028-03-03
Estradiol/Norethindrone Acet,366540,2.65,1027831.99,2028-08-25
Hep B Vaccine/Dp(A)t-Polio/PF,40,182.47,7736.74,2028-03-04
Azathioprine,125100,11.30,1498816.28,2028-01-18
Aztreonam,88066,6.17,576389.75,2028-01-21
Azacitidine,1403,402.86,599119.45,2028-01-22
Azathioprine,125100,11.30,1498816.28,2028-01-19
Aztreonam,88066,6.17,576389.75,2028-01-20
Azacitidine,1069,332.22,376446.71,2028-01-26
Azacitidine,3281,395.31,1374837.85,2028-01-23
Teriflunomide,2633511,238.11,664685906.41,2028-03-19
Ipratropium Bromide,4451010,28.21,133103420.05,2028-03-20
Ciclopirox Olamine,2668966,0.66,1867391.65,2028-07-27
Teriflunomide,2633511,238.11,664685906.41,2028-03-18
Ciclopirox Olamine,28305,1.10,33136.42,2028-07-26
Cilostazol,4687907,0.24,1203763.93,2028-07-18
Olsalazine Sodium,337522,13.34,4772551.43,2028-11-24
Cilostazol,3584920,0.25,946814.46,2028-07-17
Diphenhydramine HCl,1010826,0.89,950268.69,2028-11-23
Cilostazol,62971510,0.25,16409555.91,2028-07-20
Valsartan/Hydrochlorothiazide,1275097,9.85,13318748.45,2028-11-26
Cilostazol,4451076,0.25,1186616.78,2028-07-19
Olsalazine Sodium,337522,13.34,4772551.43,2028-11-25
Levonorgestrel/Ethin.Estradiol,588,0.46,285.43,2028-03-16
Cidofovir,3519,55.18,205835.93,2028-07-22
Valsartan,4339528,7.99,36733038.47,2028-11-28
Levonorgestrel/Ethin.Estradiol,588,0.46,285.43,2028-03-17
Cilostazol,85903947,0.25,22591740.38,2028-07-21
Valsartan/Hydrochlorothiazide,1275097,9.85,13318748.45,2028-11-27
Cidofovir,3891,53.00,218597.30,2028-07-24
Cidofovir,372,36.95,14570.08,2028-07-23
Valsartan,4339528,7.99,36733038.47,2028-11-29
Ciclopirox Olamine,2431921,0.61,1579513.92,2028-07-25
Atropine Sulfate,781265,8.47,7017173.87,2028-03-30
Ciclopirox,97995,1.46,151853.67,2028-08-05
Efavirenz/Emtricit/Tenofovr Df,3519797,92.20,343981094.82,2028-03-31
Ciclopirox,246946,4.52,1183385.62,2028-08-07
Ciclopirox,1445906,1.53,2342109.57,2028-08-06
Atropine Sulfate,141,6.83,1020.52,2028-03-23
Ciclopirox Olamine,525081,1.28,712027.12,2028-07-29
Ipratropium Bromide,4451010,28.21,133103420.05,2028-03-21
Ciclopirox Olamine,7930059,0.76,6347189.27,2028-07-31
Atropine Sulfate,760,9.59,7727.78,2028-03-22
Ciclopirox Olamine,8144522,0.60,5162106.10,2028-07-30
Atropine Sulfate,295,0.78,242.87,2028-03-27
Diltiazem HCl,11719256,0.31,3824380.21,2028-12-09
Ciclopirox Olamine,21728858,0.69,15942743.90,2028-08-01
Atropine Sulfate,780069,8.47,7007188.84,2028-03-25
Ciclopirox,677001,4.78,3429952.03,2028-08-04
Diltiazem HCl,62587910,0.32,21197489.77,2028-12-11
Ciclopirox,3540037,0.65,2436488.81,2028-08-03
Diltiazem HCl,74307167,0.32,25013283.85,2028-12-12
Epinephrine,2464,2418.03,6315502.48,2028-02-27
Testosterone Undecanoate,1302,365.50,504432.33,2028-02-19
Testosterone Undecanoate,1302,365.50,504432.33,2028-02-20
Levonorgestrel/Ethin.Estradiol,268026,0.51,145356.33,2028-02-17
Levonorgestrel/Ethin.Estradiol,268026,0.51,145356.33,2028-02-18
Irbesartan,698690,6.60,4886456.07,2028-02-23
Irbesartan,698690,6.60,4886456.07,2028-02-24
Bevacizumab,111042,202.65,23852836.69,2028-02-21
Certolizumab PEGol,40071,4107.98,174487509.49,2028-07-02
Bevacizumab,111042,202.65,23852836.69,2028-02-22
Certolizumab PEGol,40071,4107.98,174487509.49,2028-07-01
Cimetidine HCl,223105,0.14,33385.80,2028-07-03
Irbesartan/Hydrochlorothiazide,225534,7.43,1775450.23,2028-02-25
Irbesartan/Hydrochlorothiazide,225534,7.43,1775450.23,2028-02-26
Ferric Citrate,21283571,5.45,122975193.82,2028-03-08
Ferric Citrate,21283571,5.45,122975193.82,2028-03-09
Cilostazol,8171041,0.26,2266392.63,2028-07-16
Cimetidine,4236032,0.81,3629615.49,2028-07-07
Pen Needle, Diabetic, Safety,22523,0.47,11318.13,2028-03-02
Cimetidine HCl,223105,0.14,33385.80,2028-07-06
Epinephrine,2464,2418.03,6315502.48,2028-02-28
Cimetidine,5590429,0.75,4428712.30,2028-07-09
Cimetidine,1354397,0.59,840594.57,2028-07-08
Pen Needle,Dual Safety,Diabetc,17749208,0.68,12880776.52,2028-03-05
Deutetrabenazine,1796901,74.40,141706677.02,2028-03-06
Pen Needle, Diabetic, Safety,22523,0.47,11318.13,2028-03-03
Pen Needle,Dual Safety,Diabetc,17749208,0.68,12880776.52,2028-03-04
Ciprofloxacin HCl,35972,58.83,2243092.90,2028-07-12
Cilostazol,2037492,0.26,551050.87,2028-07-15
Ciprofloxacin HCl,35972,58.83,2243092.90,2028-07-14
Deutetrabenazine,1796901,74.40,141706677.02,2028-03-07
Phenytoin,3937801,0.11,462926.12,2028-08-29
Naltrexone HCl,750251,1.20,952887.47,2028-04-20
Phenytoin Sodium,21508,0.31,7125.11,2028-08-27
Pen Needle, Diabetic,669363,0.30,216058.22,2028-12-12
Naltrexone HCl,1093615,1.31,1513933.50,2028-04-21
Phenytoin,8275,0.61,5362.96,2028-08-28
Pen Needle, Diabetic,669363,0.30,216058.22,2028-12-11
Phenytoin Sodium Extended,152184257,0.35,57061901.24,2028-08-25
Hydrocortisone,11375452,1.31,15784039.85,2028-08-03
Syring-Needl,Disp,Insul,0.3 Ml,28950,0.26,8018.35,2028-12-10
Naltrexone HCl,3590275,1.25,4738965.43,2028-04-19
Phenytoin Sodium,21508,0.31,7125.11,2028-08-26
Hydrocortisone,4457524,0.39,1858314.35,2028-08-02
Syring-Needl,Disp,Insul,0.3 Ml,28950,0.26,8018.35,2028-12-09
Naltrexone HCl,2297817,1.24,3021840.82,2028-04-16
Phenytoin Sodium Extended,16984564,0.50,8962810.76,2028-08-23
Hydrocortisone,5574269,0.19,1101589.02,2028-08-01
Syringe And Needle,Insulin,1ml,141752,0.26,39402.22,2028-12-08
Phenytoin Sodium Extended,52770246,0.33,18625992.82,2028-08-24
Hydrocortisone/Acetic Acid,375857,8.96,3571705.19,2028-07-31
Syringe And Needle,Insulin,1ml,141752,0.26,39402.22,2028-12-07
Memantine HCl,486963,7.20,3715385.49,2028-04-14
Phenytoin Sodium Extended,23320587,0.33,8160083.84,2028-08-21
Hydrocortisone/Acetic Acid,188280,8.84,1765110.05,2028-07-30
Syringe-Needle,Insulin,0.5 Ml,109750,0.26,30693.50,2028-12-06
Naltrexone HCl,4033,1.33,5705.75,2028-04-15
Phenytoin Sodium Extended,132884,0.39,55586.98,2028-08-22
Hydrocortisone/Acetic Acid,187577,9.09,1807545.65,2028-07-29
Syringe-Needle,Insulin,0.5 Ml,109750,0.26,30693.50,2028-12-05
Memantine HCl,17617019,14.26,266260233.47,2028-04-12
Hydrocortisone/Pramoxine,46508,3.66,180294.81,2028-07-28
Syring-Needl,Disp,Insul,0.3 Ml,16960,0.27,4810.87,2028-12-04
Memantine HCl,486963,7.20,3715385.49,2028-04-13
Phenytoin Sodium Extended,19972,0.35,7330.91,2028-08-20
Hydrocortisone/Pramoxine,46508,3.66,180294.81,2028-07-27
Syring-Needl,Disp,Insul,0.3 Ml,16960,0.27,4810.87,2028-12-03
Hydrocodone Bit/Homatrop Me-Br,68195,0.14,9876.70,2028-07-26
Collagenase Clostridium Hist.,18334114,7.73,150213278.18,2028-03-19
Octreotide Acetate,Mi-Spheres,11050,4803.61,56264670.26,2028-03-21
Collagenase Clostridium Hist.,18334114,7.73,150213278.18,2028-03-20
Granisetron,15871,542.04,9118923.01,2028-03-27
Cyclosporine,248820,8.21,2165025.23,2028-03-26
Parenteral Amino Acid 10% No.6,9616908,0.04,436360.53,2028-08-03
Parenteral Amino Acid 10% No.6,9616908,0.04,436360.53,2028-08-04
Octreotide Acetate,12100,111.30,1427531.49,2028-03-23
Octreotide Acetate,Mi-Spheres,11050,4803.61,56264670.26,2028-03-22
Cyclosporine,248820,8.21,2165025.23,2028-03-25
Octreotide Acetate,12100,111.30,1427531.49,2028-03-24
Naloxone HCl,35,18.35,680.82,2028-05-01
Phenytoin,36280520,0.28,10946460.41,2028-09-07
Phenytoin Sodium Extended,308811,1.81,592676.69,2028-09-08
Lisinopril/Hydrochlorothiazide,531705035,0.10,57882824.08,2028-12-22
Phenytoin,16501530,0.31,5440256.07,2028-09-05
Lisinopril/Hydrochlorothiazide,1353774,0.10,141577.17,2028-12-21
Naloxone HCl,5362,11.73,66677.28,2028-04-30
Phenytoin,5174633,0.11,604168.56,2028-09-06
Lisinopril/Hydrochlorothiazide,1613900,0.08,144578.85,2028-12-20
Lisinopril/Hydrochlorothiazide,3424796,0.10,345565.04,2028-12-19
Naloxone HCl,42617,15.57,703390.36,2028-04-28
Lisinopril/Hydrochlorothiazide,423399513,0.11,47667630.30,2028-12-18
Phenytoin,5920655,0.11,667754.22,2028-09-01
Lisinopril/Hydrochlorothiazide,76722661,0.08,6617104.68,2028-12-17
Naloxone HCl,13516,15.17,217290.52,2028-04-26
Phenytoin,1820744,0.42,801257.76,2028-09-02
Naloxone HCl,3752,13.86,55114.35,2028-04-23
Phenytoin,2916881,0.41,1271360.86,2028-08-30
Lisinopril/Hydrochlorothiazide,135612,0.10,13790.41,2028-12-14
Lisinopril/Hydrochlorothiazide,25054778,0.11,2831402.73,2028-12-13
Naltrexone HCl,7735992,1.25,10239574.36,2028-04-22
Lisinopril,45458,0.25,11929.85,2028-12-23
Edoxaban Tosylate,876240,11.22,10424285.27,2028-03-08
Trazodone HCl,77409735,0.27,21931712.10,2028-07-16
Edoxaban Tosylate,876240,11.22,10424285.27,2028-03-09
Asenapine Maleate,6027223,20.47,130808207.36,2028-03-16
Trazodone HCl,124917,0.31,41242.13,2028-07-22
Asenapine Maleate,6027223,20.47,130808207.36,2028-03-15
Trazodone HCl,42939849,0.17,7539215.67,2028-07-23
Trazodone HCl,734305115,0.20,153472997.44,2028-07-24
Trazodone HCl,561176,0.17,99034.40,2028-07-18
Trazodone HCl,484915,0.26,132946.19,2028-07-19
Trazodone HCl,4947802,0.24,1268971.71,2028-07-20
Trazodone HCl,607647925,0.19,122815771.41,2028-07-21
Lithium Carbonate,9442964,0.28,2824747.94,2028-11-22
Naproxen,2936854,0.28,876060.23,2028-04-01
Hydromorphone HCl,88406424,0.21,19704771.97,2028-07-15
Lithium Carbonate,1237355,0.25,333952.36,2028-11-21
Naproxen,63770,0.12,7901.65,2028-03-29
Trazodone HCl,172699,0.24,43438.75,2028-07-15
Hydromorphone HCl,5536496,0.23,1359723.54,2028-07-14
Lithium Carbonate,110584,0.40,46903.16,2028-11-20
Hydromorphone HCl,25723628,0.21,5838972.85,2028-07-13
Lithium Carbonate,4837844,0.29,1483978.19,2028-11-19
Hydromorphone HCl,4731,10.73,53808.26,2028-07-12
Lithium Carbonate,15890004,0.27,4500358.47,2028-11-18
Naproxen,2235821,0.88,2091784.37,2028-03-28
Hydromorphone HCl,47270413,0.20,10180389.12,2028-07-11
Lithium Carbonate,829595,0.22,195835.98,2028-11-17
Naproxen,8748852,0.12,1110681.28,2028-03-25
Hydromorphone HCl,4346512,0.19,873067.98,2028-07-10
Lithium Carbonate,32541,0.37,12798.05,2028-11-16
Naproxen,20273,0.22,4799.40,2028-03-26
Hydromorphone HCl,14419,1.82,27758.18,2028-07-09
Lithium Carbonate,202405,10.58,2269470.22,2028-11-15
Naproxen,17414490,0.18,3326036.52,2028-03-23
Hydromorphone HCl,5510223,0.22,1287468.07,2028-07-08
Lithium Carbonate,202405,10.58,2269470.22,2028-11-14
Hydroxychloroquine Sulfate,164840862,1.47,256248305.51,2028-07-07
Acetohydroxamic Acid,23954,18.54,470754.84,2028-11-13
Hydroxychloroquine Sulfate,47409870,1.44,72257015.37,2028-07-06
PNV No.118/Iron Fumarate/FA,21313,0.64,14484.75,2028-02-27
Guselkumab,7511,10259.39,81681762.89,2028-07-06
Fluticasone/Umeclidin/Vilanter,20551885,8.89,193713434.50,2028-07-11
Bendamustine HCl,1127,2434.95,2908841.51,2028-07-12
Milnacipran HCl,9709552,5.85,60207633.14,2028-03-07
Bendamustine HCl,1127,2434.95,2908841.51,2028-07-13
Milnacipran HCl,9709552,5.85,60207633.14,2028-03-06
Trazodone HCl,16094,0.33,5681.38,2028-07-14
Scopolamine,274737,14.13,4113584.92,2028-03-01
Triptorelin Pamoate,4172,2264.02,10012209.07,2028-07-07
Scopolamine,274737,14.13,4113584.92,2028-03-03
Triptorelin Pamoate,4172,2264.02,10012209.07,2028-07-09
Fluticasone/Umeclidin/Vilanter,20551885,8.89,193713434.50,2028-07-10
Memantine HCl,17617019,14.26,266260233.47,2028-04-11
Syringe And Needle,Insulin,1ml,3862,0.23,922.02,2028-12-02
Memantine HCl/Donepezil HCl,17546040,14.41,267983720.13,2028-04-09
Hydrocodone Bit/Homatrop Me-Br,68195,0.14,9876.70,2028-07-25
Syringe And Needle,Insulin,1ml,3862,0.23,922.02,2028-12-01
Memantine HCl/Donepezil HCl,17546040,14.41,267983720.13,2028-04-10
PNV No.118/Iron Fumarate/FA,21313,0.64,14484.75,2028-02-26
Hydromorphone HCl,104776,9.05,1004752.90,2028-07-24
Lithium Carbonate,69345156,0.12,8734112.61,2028-11-30
Hydromorphone HCl,104776,9.05,1004752.90,2028-07-23
Lithium Carbonate,15962603,0.12,1994502.11,2028-11-29
Lithium Carbonate,1777013,0.17,323133.87,2028-11-28
Naproxen Sodium,33201,22.51,792149.72,2028-04-05
Hydromorphone HCl/PF,209154,2.01,444568.92,2028-07-21
Lithium Carbonate,11945539,0.19,2420110.03,2028-11-27
Naproxen Sodium,33201,22.51,792149.72,2028-04-06
Lithium Carbonate,10570549,0.11,1226346.39,2028-11-26
Naproxen,17895,0.12,2311.70,2028-04-03
Hydromorphone HCl/PF,23860,1.55,39226.38,2028-07-19
Lithium Carbonate,29081009,0.08,2614766.22,2028-11-25
Naproxen,241669208,0.14,36489350.85,2028-04-04
Hydromorphone HCl/PF,29220,2.22,68823.78,2028-07-18
Lithium Carbonate,8440,0.10,926.34,2028-11-24
Hydromorphone HCl/PF,3128,2.14,7092.25,2028-07-17
Lithium Carbonate,32380888,0.27,9423679.00,2028-11-23
Hydromorphone HCl/PF,152946,2.09,338596.25,2028-07-16
L-Norgest/E.Estradiol-E.Estrad,23477,3.62,90104.56,2028-02-23
L-Norgest/E.Estradiol-E.Estrad,23477,3.62,90104.56,2028-02-22
PNV 119/Iron Fum/Folic Acid,62255,0.52,34032.87,2028-02-25
PNV 119/Iron Fum/Folic Acid,62255,0.52,34032.87,2028-02-24
Ertugliflozin/Metformin,6418,4.47,30417.37,2028-02-15
Phenobarbital,12006179,0.14,1778647.57,2028-10-08
Nafcillin Sodium,291588,5.65,1747856.53,2028-05-30
Nafcillin Sodium,1332859,4.27,6035283.60,2028-05-31
Nafcillin Sodium,41033,6.77,294552.24,2028-05-28
Phenobarbital,7367661,0.56,4359694.51,2028-10-04
